번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
11269,인천광역시 연수구,인천광역시 연수구 선학로 16,인천광역시 연수구 선학동  348,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41951,126.6983,2025-10-30
11270,인천광역시 연수구,인천광역시 연수구 선학로 16,인천광역시 연수구 선학동  348,생활방범,1,300,360도 전방면,30,2019-  ,032-749-6815,37.41951,126.6983,2025-10-30
11271,인천광역시 연수구,인천광역시 연수구 경원대로 412,인천광역시 연수구 선학동  345,생활방범,1,300,360도 전방면,30,2022-  ,032-749-6815,37.42069,126.6975,2025-10-30
11272,인천광역시 연수구,인천광역시 연수구 경원대로 412,인천광역시 연수구 선학동  345,생활방범,1,300,360도 전방면,30,2022-  ,032-749-6815,37.42099,126.6978,2025-10-30
11273,인천광역시 연수구,인천광역시 연수구 경원대로 412,인천광역시 연수구 선학동  345,생활방범,1,300,360도 전방면,30,2020-  ,032-749-6815,37.42099,126.6978,2025-10-30
11274,인천광역시 연수구,인천광역시 연수구 비류대로541번길 14-7,인천광역시 연수구 선학동  365-2,생활방범,1,600,360도 전방면,30,2023-  ,032-749-6815,37.42436,126.6956,2025-10-30
11275,인천광역시 연수구,,인천광역시 연수구 선학동  403-14,생활방범,1,800,360도 전방면,30,2024-  ,032-749-6815,37.42665,126.6969,2025-10-30
11276,인천광역시 연수구,인천광역시 연수구 학나래로14번길 3,인천광역시 연수구 선학동  409-5,생활방범,1,800,360도 전방면,30,2024-  ,032-749-6815,37.42427,126.6971,2025-10-30
11277,인천광역시 연수구,,인천광역시 연수구 선학동  403-14,생활방범,1,800,360도 전방면,30,2024-  ,032-749-6815,37.42652,126.6971,2025-10-30
11278,인천광역시 연수구,,인천광역시 연수구 선학동  391,생활방범,1,800,360도 전방면,30,2024-  ,032-749-6815,37.43,126.6964,2025-10-30
11279,인천광역시 연수구,인천광역시 연수구 선학로 16,인천광역시 연수구 선학동  348,생활방범,1,800,360도 전방면,30,2024-  ,032-749-6815,37.41996,126.6989,2025-10-30
11280,인천광역시 연수구,인천광역시 연수구 비류대로 583,인천광역시 연수구 선학동  359,생활방범,1,600,360도 전방면,30,2023-  ,032-749-6815,37.42416,126.6992,2025-10-30
11281,인천광역시 연수구,,인천광역시 연수구 선학동  391,생활방범,1,240,360도 전방면,30,2016-  ,032-749-6815,37.43008,126.6968,2025-10-30
11282,인천광역시 연수구,,인천광역시 연수구 선학동  210,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42889,126.6985,2025-10-30
11283,인천광역시 연수구,,인천광역시 연수구 선학동  210,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42906,126.6981,2025-10-30
11284,인천광역시 연수구,,인천광역시 연수구 선학동  210,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42916,126.6986,2025-10-30
11285,인천광역시 연수구,,인천광역시 연수구 선학동  210,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42968,126.6985,2025-10-30
11286,인천광역시 연수구,,인천광역시 연수구 선학동  210,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.43053,126.6981,2025-10-30
11287,인천광역시 연수구,인천광역시 연수구 비류대로519번길 12,인천광역시 연수구 선학동  375-8,쓰레기단속,1,600,360도 전방면,30,2022-  ,032-749-7863,37.42378,126.6921,2025-10-30
11288,인천광역시 연수구,인천광역시 연수구 샘말로88번길 1,인천광역시 연수구 연수동 618-9,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.41473,126.6808,2025-10-30
11289,인천광역시 연수구,인천광역시 연수구 벛꽃로 162,인천광역시 연수구 연수동 633,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.41321,126.6808,2025-10-30
11290,인천광역시 연수구,,인천광역시 연수구 청학동 506,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.41756,126.6697,2025-10-30
11291,인천광역시 연수구,인천광역시 연수구 용담로85번길 7,인천광역시 연수구 청학동 497-7,쓰레기단속,1,600,360도 전방면,30,2022-  ,032-749-7863,37.41712,126.675,2025-10-30
11292,인천광역시 연수구,인천광역시 연수구 청명로4번길 11,인천광역시 연수구 청학동 501,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.41653,126.6745,2025-10-30
11293,인천광역시 연수구,인천광역시 연수구 청명로4번길 11,인천광역시 연수구 청학동 501,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.41653,126.6744,2025-10-30
11294,인천광역시 연수구,인천광역시 연수구 능허대로 187,인천광역시 연수구 옥련동 547-10,쓰레기단속,1,600,360도 전방면,30,2022-  ,032-749-7863,37.41862,126.6501,2025-10-30
11295,인천광역시 연수구,인천광역시 연수구 능허대로 187,인천광역시 연수구 옥련동 547-10,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.41862,126.6501,2025-10-30
11296,인천광역시 연수구,인천광역시 연수구 예술로20번길 97,인천광역시 연수구 선학동  96-1,쓰레기단속,1,600,360도 전방면,30,2022-  ,032-749-7863,37.43429,126.704,2025-10-30
11297,인천광역시 연수구,인천광역시 연수구 예술로20번길 97,인천광역시 연수구 선학동  96-1,쓰레기단속,1,800,360도 전방면,30,2022-  ,032-749-7863,37.43429,126.704,2025-10-30
11298,인천광역시 연수구,인천광역시 연수구 청량로113번길 33,인천광역시 연수구 옥련동  566,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.41748,126.6531,2025-10-30
11299,인천광역시 연수구,인천광역시 연수구 청량로113번길 33,인천광역시 연수구 옥련동  566,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.41748,126.6531,2025-10-30
11300,인천광역시 연수구,인천광역시 연수구 독배로40번길 18,인천광역시 연수구 옥련동  634-1,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42429,126.6462,2025-10-30
11301,인천광역시 연수구,인천광역시 연수구 비류대로156번길 17,인천광역시 연수구 옥련동  116-11,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42814,126.6519,2025-10-30
11302,인천광역시 연수구,인천광역시 연수구 비류대로156번길 17,인천광역시 연수구 옥련동  116-11,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42814,126.6519,2025-10-30
11303,인천광역시 연수구,인천광역시 연수구 한진로 65-2,인천광역시 연수구 옥련동  145-1,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42853,126.6489,2025-10-30
11304,인천광역시 연수구,인천광역시 연수구 한진로 65-2,인천광역시 연수구 옥련동  145-1,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42853,126.6489,2025-10-30
11305,인천광역시 연수구,인천광역시 연수구 능허대로79번길 65,인천광역시 연수구 옥련동  194-28,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.426,126.6437,2025-10-30
11306,인천광역시 연수구,인천광역시 연수구 선학로68번길 33,인천광역시 연수구 선학동  355-4,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.424,126.703,2025-10-30
11307,인천광역시 연수구,인천광역시 연수구 선학로68번길 33,인천광역시 연수구 선학동  355-4,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.424,126.703,2025-10-30
11308,인천광역시 연수구,인천광역시 연수구 학나래로46번길 3,인천광역시 연수구 선학동  382-2,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42556,126.6966,2025-10-30
11309,인천광역시 연수구,인천광역시 연수구 넘말로79번길 55-11,인천광역시 연수구 선학동  387-4,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42911,126.6953,2025-10-30
11310,인천광역시 연수구,인천광역시 연수구 넘말로79번길 55-11,인천광역시 연수구 선학동  387-4,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42911,126.6953,2025-10-30
11311,인천광역시 연수구,인천광역시 연수구 함박로7번길 11,인천광역시 연수구 연수동  480-4,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42529,126.678,2025-10-30
11312,인천광역시 연수구,인천광역시 연수구 함박로7번길 11,인천광역시 연수구 연수동  480-4,쓰레기단속,1,300,360도 전방면,30,2020-  ,032-749-7863,37.42529,126.678,2025-10-30
11313,인천광역시 연수구,인천광역시 연수구 함박안로26번길 4,인천광역시 연수구 연수동  481-1,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42571,126.6775,2025-10-30
11314,인천광역시 연수구,인천광역시 연수구 함박안로26번길 4,인천광역시 연수구 연수동  481-1,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42571,126.6775,2025-10-30
11315,인천광역시 연수구,인천광역시 연수구 함박안로 72,인천광역시 연수구 연수동  486,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42667,126.6793,2025-10-30
11316,인천광역시 연수구,인천광역시 연수구 함박안로 72,인천광역시 연수구 연수동  486,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42667,126.6793,2025-10-30
11317,인천광역시 연수구,인천광역시 연수구 함박로35번길 16,인천광역시 연수구 연수동 501-17,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42631,126.6813,2025-10-30
11318,인천광역시 연수구,인천광역시 연수구 함박안로62번길 51-2,인천광역시 연수구 연수동  501-17,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42611,126.6818,2025-10-30
11319,인천광역시 연수구,인천광역시 연수구 함박안로62번길 51-2,인천광역시 연수구 연수동  501-17,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.42611,126.6818,2025-10-30
11320,인천광역시 연수구,인천광역시 연수구 먼우금로251번길 14-4,인천광역시 연수구 연수동  544-5,쓰레기단속,1,300,360도 전방면,30,2018-  ,032-749-7863,37.41976,126.6786,2025-10-30
11321,인천광역시 중구청,인천광역시 중구 운서2로 25번길,인천광역시 중구 운서동 2886-1,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.48602756,126.5071327,2025-11-10
11322,인천광역시 중구청,인천광역시 중구 우현로20번길 57-25,인천광역시 중구 답동 47-1,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.46812103,126.6296652,2025-11-10
11323,인천광역시 중구청,인천광역시 중구 율목로30번길 33,인천광역시 중구 율목동 90-2,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.46975578,126.6354572,2025-11-10
11324,인천광역시 중구청,인천광역시 중구 우현로67번길 24-10,인천광역시 중구 인현동 52-1,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.47389486,126.6295146,2025-11-10
11325,인천광역시 중구청,인천광역시 중구 율목로45,인천광역시 중구 율목동 244-1,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.469984,126.633373,2025-11-10
11326,인천광역시 중구청,인천광역시 중구 서해대로494번길 13,인천광역시 중구 유동 11-2,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.46948102,126.6381979,2025-11-10
11327,인천광역시 중구청,인천광역시 중구 운남로248번길 65-4,인천광역시 중구 운남동 17-20,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.49687753,126.5426632,2025-11-10
11328,인천광역시 중구청,인천광역시 중구 백운로254번길 89-25,인천광역시 중구 운북동 23-23,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.50958833,126.5337186,2025-11-10
11329,인천광역시 중구청,인천광역시 중구 백운로 440-16,인천광역시 중구 운북동 418,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.5131291,126.5156536,2025-11-10
11330,인천광역시 중구청,인천광역시 중구 백운로265번길 2,인천광역시 중구 운북동 56-19,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.50492953,126.5285958,2025-11-10
11331,인천광역시 중구청,인천광역시 중구 우현로67번길 41,인천광역시 중구 내동 12-7,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.47504216,126.6289963,2025-11-10
11332,인천광역시 중구청,인천광역시 중구 백운로254번길 6-2,인천광역시 중구 운북동 62-10,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.50589266,126.5299681,2025-11-10
11333,인천광역시 중구청,인천광역시 중구 축항대로86번길 47,인천광역시 중구 항동7가 27-107,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.4518373,126.6048153,2025-11-10
11334,인천광역시 중구청,인천광역시 중구 축항대로86번길 47,인천광역시 중구 항동7가 27-107,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.4518373,126.6048153,2025-11-10
11335,인천광역시 중구청,인천광역시 중구 축항대로86번길 47,인천광역시 중구 항동7가 27-107,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.4518373,126.6048153,2025-11-10
11336,인천광역시 중구청,인천광역시 중구 홍예문로 41-4,인천광역시 중구 송학동2가 2-6,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.47404621,126.6254759,2025-11-10
11337,인천광역시 중구청,인천광역시 중구 제물량로 271,인천광역시 중구 북성동1가 3-61,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.47614686,126.6170827,2025-11-10
11338,인천광역시 중구청,인천광역시 중구 운남로 265,인천광역시 중구 운남동 566-2,생활방범,2,200,360도전방면,30,2022-12,032-760-7804,37.50038919,126.5373702,2025-11-10
11339,인천광역시 중구청,인천광역시 중구 영종대로27번길 38,인천광역시 중구 운서동 2748-2,생활방범,3,200,360도전방면,30,2022-12,032-760-7804,37.49620475,126.484845,2025-11-10
11340,인천광역시 중구청,인천광역시 중구 백운로414번길 11,인천광역시 중구 운북동 520-3,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.51076869,126.5178267,2025-11-10
11341,인천광역시 중구청,인천광역시 중구 율목로30번길 7,인천광역시 중구 율목동 119,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.46951296,126.6339355,2025-11-10
11342,인천광역시 중구청,인천광역시 중구 샛골로 51-8,인천광역시 중구 도원동 12-106,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.46762617,126.641442,2025-11-10
11343,인천광역시 중구청,인천광역시 중구 백운로 203-25,인천광역시 중구 운남동 631-7,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.50356051,126.5358947,2025-11-10
11344,인천광역시 중구청,인천광역시 중구 반달로6번길 20,인천광역시 중구 북성동1가 98-525,생활방범,3,200,360도전방면,30,2022-12,032-760-7804,37.47537153,126.6001953,2025-11-10
11345,인천광역시 중구청,인천광역시 중구 참외전로56번길 13,인천광역시 중구 전동 25-19,생활방범,1,200,360도전방면,30,2022-12,032-760-7804,37.4791718,126.6269197,2025-11-10
11346,인천광역시 중구청,인천광역시 중구 운서동 2807-1,인천광역시 중구 흰바위로59번길 32,생활방범,2,200,360도전방면,30,2024-10,032-760-7804,37.4939136,126.4937518,2025-11-10
11347,인천광역시 중구청,인천광역시 중구 운북동 779-17,,생활방범,2,200,360도전방면,30,2024-10,032-760-7804,37.5101445,126.5009754,2025-11-10
11348,인천광역시 중구청,인천광역시 중구 중산동 256-12,인천광역시 중구 중산로 120,생활방범,2,200,360도전방면,30,2024-10,032-760-7804,37.5073683,126.5647929,2025-11-10
11349,인천광역시 중구청,인천광역시 중구 을왕동 198,인천광역시 중구 마시란로 411,생활방범,2,200,360도전방면,30,2024-10,032-760-7804,37.4478236,126.3919114,2025-11-10
11350,인천광역시 중구청,인천광역시 중구 인현동 1-1,인천광역시 중구 참외전로 117-15,생활방범,2,200,360도전방면,30,2024-10,032-760-7804,37.4787502,126.6174607,2025-11-10
11351,인천광역시 중구청,인천광역시 중구 항동7가 27-237,인천광역시 중구 연안부두로33번길 21,생활방범,2,200,360도전방면,30,2025-09,032-760-7804,37.4547685,126.6049724,2025-11-10
11352,인천광역시 중구청,인천광역시 중구 신흥동1가 20-13,인천광역시 중구 답동로 4-2,생활방범,1,200,360도전방면,30,2025-09,032-760-7804,37.4693264,126.6306205,2025-11-10
11353,인천광역시 중구청,인천광역시 중구 신흥동3가 26-22,인천광역시 중구 서해대로410번길 59-39,생활방범,2,200,360도전방면,30,2025-09,032-760-7804,37.46223,126.6362736,2025-11-10
11354,인천광역시 중구청,인천광역시 중구 신흥동3가 65-15,인천광역시 중구 서해대로94번길 57-24,생활방범,2,200,360도전방면,30,2025-09,032-760-7804,37.4359265,126.6242719,2025-11-10
11355,인천광역시 중구청,인천광역시 중구 인항로 34,인천광역시 중구 신흥동3가 7-207,교통단속,1,200,360도전방면,30,2005-06,032-760-7684,37.45802662,126.632528,2025-11-10
11356,인천광역시 중구청,,인천광역시 중구 북성동1가 98-49,교통단속,1,41,360도전방면,30,2022-05,032-760-7684,37.47562567,126.5995914,2025-11-10
11357,인천광역시 중구청,인천광역시 중구 흰바위로 34,인천광역시 중구 운서동 2821,교통단속,1,41,360도전방면,30,2005-06,032-760-7684,37.49247662,126.4892285,2025-11-10
11358,인천광역시 중구청,인천광역시 중구 신도시남로 137,인천광역시 중구 운서동 2795-1,교통단속,1,200,360도전방면,30,2019-06,032-760-7684,37.49367676,126.4900751,2025-11-10
11359,인천광역시 중구청,인천광역시 중구 연안부두로33번길 35,인천광역시 중구 항동7가 27-106,교통단속,1,200,360도전방면,30,2022-05,032-760-7684,37.45380822,126.6061463,2025-11-10
11360,인천광역시 중구청,인천광역시 중구 우현로 48,인천광역시 중구 답동 3-6,교통단속,1,200,360도전방면,30,2019-06,032-760-7684,37.47137966,126.6286222,2025-11-10
11361,인천광역시 중구청,인천광역시 중구 우현로 89-1,인천광역시 중구 인현동 20-15,교통단속,1,200,360도전방면,30,2022-05,032-760-7684,37.47482824,126.6307525,2025-11-10
11362,인천광역시 중구청,인천광역시 중구 중구 개항로96번길 31,인천광역시 중구 율목동 33,생활방범,3,200,360도전방면,30,2015-06,032-760-7804,37.47095756,126.6341919,2025-11-10
11363,인천광역시 중구청,인천광역시 중구 중구 동화마을길 32-1,인천광역시 중구 송월동 3가 13번지 16통3반,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.47790534,126.6202951,2025-11-10
11364,인천광역시 중구청,인천광역시 중구 용유로380번길 23,인천광역시 중구 남북동 872-1,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.45090303,126.4054273,2025-11-10
11365,인천광역시 중구청,인천광역시 중구 중구 백운로387번길 21-4,인천광역시 중구 운북동 560-30,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.50759694,126.5163738,2025-11-10
11366,인천광역시 중구청,인천광역시 중구 중구 자연대로567번길 14-8,인천광역시 중구 운북동 400,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.51696808,126.516426,2025-11-10
11367,인천광역시 중구청,인천광역시 중구 중구 자유공원로 124,인천광역시 중구 송월동1가 13-84,생활방범,3,200,360도전방면,30,2015-06,032-760-7804,37.47899223,126.6215527,2025-11-10
11368,인천광역시 중구청,인천광역시 중구 우현로9번길 63,인천광역시 중구 사동 3-5,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.4696639,126.6244143,2025-11-10
11369,인천광역시 중구청,인천광역시 중구 중구 운중로71번길 14,인천광역시 중구 운남동 526-10,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.49430365,126.5414467,2025-11-10
11370,인천광역시 중구청,인천광역시 중구 서해대로449번길 43,인천광역시 중구 신흥동1가 84,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.46687741,126.6319826,2025-11-10
11371,인천광역시 중구청,인천광역시 중구 중구 서해대로418번길 18,인천광역시 중구 신흥동 3가 7-65,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.46311831,126.6341648,2025-11-10
11372,인천광역시 중구청,인천광역시 중구 중구 도원로 14,인천광역시 중구 선화동 35-1,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.46570642,126.6366951,2025-11-10
11373,인천광역시 중구청,인천광역시 중구 백년로128번길 21,인천광역시 중구 운서동 2662-1,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.50162773,126.4896889,2025-11-10
11374,인천광역시 중구청,인천광역시 중구 홍예문로 77-29,인천광역시 중구 전동 17-4,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.47666621,126.6276326,2025-11-10
11375,인천광역시 중구청,인천광역시 중구 중구 도원로26번길 48,인천광역시 중구 선화동 14-9,생활방범,1,200,360도전방면,30,2015-06,032-760-7804,37.46495344,126.6385965,2025-11-10
11376,인천광역시 중구청,인천광역시 중구 남북로6번길 25,인천광역시 중구 남북동 401-2,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.44283757,126.407994,2025-11-10
11377,인천광역시 중구청,인천광역시 중구 중구 젓개로 103-9,인천광역시 중구 중구 운북동 700-2,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.47051582,126.6002632,2025-11-10
11378,인천광역시 중구청,인천광역시 중구 서해대로464번길 1-24,인천광역시 중구 신흥동 2가 1-84,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.46766478,126.6361848,2025-11-10
11379,인천광역시 중구청,인천광역시 중구 우현로90번길 20,인천광역시 중구 용동 127,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.47366891,126.631011,2025-11-10
11380,인천광역시 중구청,인천광역시 중구 반달로 20번길 8-2,인천광역시 중구 북성동1가 98-475,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.47575058,126.601771,2025-11-10
11381,인천광역시 중구청,인천광역시 중구 참외전로244번길 15-18,인천광역시 중구 도원동 18-84,생활방범,3,200,360도전방면,30,2015-01,032-760-7804,37.46838232,126.6398118,2025-11-10
11382,인천광역시 중구청,인천광역시 중구 차이나타운로 8,인천광역시 중구 송월동 2가 5-9,생활방범,3,200,360도전방면,30,2015-01,032-760-7804,37.47868778,126.6193988,2025-11-10
11383,인천광역시 중구청,인천광역시 중구 자유공원서로29번길 3-31,인천광역시 중구 북성동 3가 3-20,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.47670741,126.6195596,2025-11-10
11384,인천광역시 중구청,인천광역시 중구 운중로 159-32,인천광역시 중구 중산동884-19,생활방범,1,200,360도전방면,30,2015-01,032-760-7804,37.49680977,126.5503431,2025-11-10
11385,인천광역시 중구청,인천광역시 중구 을왕로 52,인천광역시 중구 을왕동 717-12,생활방범,1,200,360도전방면,30,2014-12,032-760-7804,37.44872917,126.3721804,2025-11-10
11386,인천광역시 중구청,인천광역시 중구 중구 자유공원로 132,인천광역시 중구 송월동 1가 13-155,생활방범,1,200,360도전방면,30,2014-07,032-760-7804,37.47917283,126.6208145,2025-11-10
11387,인천광역시 중구청,인천광역시 중구 중구 도원로8번길 28,인천광역시 중구 신흥동 3가 11-2,생활방범,3,200,360도전방면,30,2014-07,032-760-7804,37.46443007,126.6377469,2025-11-10
11388,인천광역시 연수구,인천광역시 연수구 청룡로 32,인천광역시 연수구 옥련동 348-158,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42378,126.6574,2025-10-30
11389,인천광역시 연수구,,인천광역시 연수구 청학동 453,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42109,126.6729,2025-10-30
11390,인천광역시 연수구,인천광역시 연수구 청명로17번길 30,인천광역시 연수구 청학동 491-8,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41879,126.6745,2025-10-30
11391,인천광역시 연수구,인천광역시 연수구 청명로17번길 30,인천광역시 연수구 청학동 491-8,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41879,126.6745,2025-10-30
11392,인천광역시 연수구,인천광역시 연수구 청명로31번길 15,인천광역시 연수구 청학동 492-1,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41879,126.6756,2025-10-30
11393,인천광역시 연수구,인천광역시 연수구 청명로31번길 15,인천광역시 연수구 청학동 492-1,생활방범,1,300,360도 전방면,30,2020-  ,032-749-6815,37.41879,126.6756,2025-10-30
11394,인천광역시 연수구,,인천광역시 연수구 청학동 506,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.41756,126.6697,2025-10-30
11395,인천광역시 연수구,,인천광역시 연수구 청학동 506,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.41756,126.6697,2025-10-30
11396,인천광역시 연수구,인천광역시 연수구 비류대로278번길 18-1,인천광역시 연수구 청학동 564-3,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42574,126.6652,2025-10-30
11397,인천광역시 연수구,인천광역시 연수구 비류대로278번길 18-1,인천광역시 연수구 청학동 564-3,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42574,126.6652,2025-10-30
11398,인천광역시 연수구,인천광역시 연수구 계림로 34,인천광역시 연수구 청학동 534-4,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42884,126.6653,2025-10-30
11399,인천광역시 연수구,인천광역시 연수구 계림로 34,인천광역시 연수구 청학동 534-4,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42884,126.6653,2025-10-30
11400,인천광역시 연수구,인천광역시 연수구 함박뫼로4번길 8,인천광역시 연수구 청학동 478-2,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41775,126.6715,2025-10-30
11401,인천광역시 연수구,인천광역시 연수구 함박뫼로4번길 8,인천광역시 연수구 청학동 478-2,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41775,126.6715,2025-10-30
11402,인천광역시 연수구,인천광역시 연수구 청학안로 17,인천광역시 연수구 청학동 520-3,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.43019,126.6627,2025-10-30
11403,인천광역시 연수구,인천광역시 연수구 청학안로 17,인천광역시 연수구 청학동 520-3,생활방범,1,300,360도 전방면,30,2020-  ,032-749-6815,37.43019,126.6627,2025-10-30
11404,인천광역시 연수구,인천광역시 연수구 청학안로 1,인천광역시 연수구 청학동 520-15,생활방범,1,240,360도 전방면,30,2016-  ,032-749-6815,37.4305,126.6635,2025-10-30
11405,인천광역시 연수구,인천광역시 연수구 솔샘로 90,인천광역시 연수구 청학동 565-8,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42541,126.6638,2025-10-30
11406,인천광역시 연수구,인천광역시 연수구 솔샘로 90,인천광역시 연수구 청학동 565-8,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.42541,126.6638,2025-10-30
11407,인천광역시 연수구,인천광역시 연수구 청능말로 11,인천광역시 연수구 청학동 462-1,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41721,126.6683,2025-10-30
11408,인천광역시 연수구,인천광역시 연수구 청능말로 11,인천광역시 연수구 청학동 462-1,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.41721,126.6683,2025-10-30
11409,인천광역시 연수구,인천광역시 연수구 함박뫼로26번길 18,인천광역시 연수구 청학동 472,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.41919,126.6724,2025-10-30
11410,인천광역시 연수구,,인천광역시 연수구 청학동 570-11,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42345,126.665,2025-10-30
11411,인천광역시 연수구,,인천광역시 연수구 청학동 570-11,생활방범,1,300,360도 전방면,30,2018-  ,032-749-6815,37.42345,126.665,2025-10-30
11412,인천광역시 연수구,인천광역시 연수구 미추홀대로304번길 10,인천광역시 연수구 청학동 556-3,생활방범,1,300,360도 전방면,30,2017-  ,032-749-6815,37.4258,126.6704,2025-10-30
